,nikkei,aord,nyse,dax,ftse,hangseng,sp500,djia
2016-01-29,17518.3,5056.6,9397.7944,9639.59,5931.78,19683.11,1893.36,16069.64
2016-02-01,17865.23,5094.3,9397.7944,9639.59,5931.78,19595.5,1893.36,16069.64
2016-02-02,17750.68,5044.0,9616.6964,9757.88,6060.1,19446.84,1939.38,16449.18
2016-02-03,17191.25,4930.8,9413.792,9581.04,5922.01,18991.59,1903.03,16153.54
2016-02-04,17044.99,5029.3,9495.2179,9434.82,5837.14,19183.09,1912.53,16336.66
2016-02-05,16819.59,5025.6,9534.3065,9393.36,5898.76,19288.17,1915.45,16416.58
2016-02-08,17004.3,5022.1,9534.3065,9393.36,5898.76,19288.17,1915.45,16416.58
2016-02-09,16085.44,4882.6,9231.3437,8979.36,5689.36,19288.17,1853.44,16027.05
2016-02-10,15713.39,4826.5,9187.7981,8879.4,5632.19,19288.17,1852.21,16014.38
2016-02-12,14952.61,4816.6,9029.8791,8752.87,5536.97,18319.58,1829.08,15660.18
2016-02-15,16022.58,4893.4,9029.8791,8752.87,5536.97,18918.14,1829.08,15660.18
2016-02-16,16054.43,4961.6,9029.8791,9206.84,5824.28,19122.08,1829.08,15660.18
2016-02-17,15836.36,4938.4,9375.3993,9135.11,5862.17,18924.57,1895.58,16196.41
2016-02-18,16196.8,5047.1,9532.2841,9377.21,6030.32,19363.08,1926.82,16453.83
2016-02-19,15967.17,5008.3,9504.9787,9463.64,5971.95,19285.5,1917.83,16413.43
2016-02-22,16111.05,5056.6,9504.9787,9463.64,5971.95,19464.09,1917.83,16413.43
2016-02-23,16052.05,5039.1,9616.319,9573.59,6037.73,19414.78,1945.5,16620.66
2016-02-24,15915.79,4943.3,9494.3205,9416.77,5962.31,19192.45,1921.27,16431.78
2016-02-25,16140.34,4944.7,9506.0721,9167.8,5867.18,18888.75,1929.8,16484.99
2016-02-26,16188.41,4945.1,9625.279,9331.48,6012.81,19364.15,1951.7,16697.29
2016-02-29,16026.76,4947.9,9625.279,9331.48,6012.81,19111.93,1951.7,16697.29
2016-03-01,16085.51,4989.6,9559.5316,9495.4,6097.09,19407.46,1932.23,16516.5
2016-03-02,16746.55,5083.5,9771.0008,9717.16,6152.88,20003.49,1978.35,16865.08
2016-03-03,16960.16,5142.2,9837.5888,9776.62,6147.06,19941.76,1986.45,16899.32
2016-03-04,17014.78,5151.1,9907.9654,9751.92,6130.46,20176.7,1993.4,16943.9
2016-03-07,16911.32,5204.7,9907.9654,9751.92,6130.46,20159.72,1993.4,16943.9
2016-03-08,16783.15,5169.5,10006.193,9778.93,6182.4,20011.58,2001.76,17073.95
2016-03-09,16642.2,5215.7,9868.5203,9692.82,6125.44,19996.26,1979.26,16964.1
2016-03-10,16852.35,5210.9,9924.8192,9723.09,6146.32,19984.42,1989.26,17000.36
2016-03-11,16938.87,5224.8,9918.0758,9498.15,6036.7,20199.6,1989.57,16995.13
2016-03-14,17233.75,5242.4,9918.0758,9498.15,6036.7,20435.34,1989.57,16995.13
2016-03-15,17117.07,5168.6,10074.2658,9990.26,6174.57,20288.77,2019.64,17229.13
2016-03-16,16974.45,5175.7,10013.6,9933.85,6139.97,20257.7,2015.93,17251.53
2016-03-17,16936.38,5226.4,10084.1725,9983.41,6175.49,20503.81,2027.22,17325.76
2016-03-18,16724.81,5239.3,10190.4017,9892.2,6201.12,20671.63,2040.59,17481.49
2016-03-22,17048.55,5230.8,10219.6919,9948.64,6184.58,20666.75,2051.6,17623.87
2016-03-23,17000.98,5204.3,10194.1899,9990.0,6192.74,20615.23,2049.8,17582.57
2016-03-24,16892.33,5151.6,10099.6811,10022.93,6199.11,20345.61,2036.71,17502.59
2016-03-25,17002.75,5151.6,10086.6034,9851.35,6106.48,20345.61,2035.94,17515.73
2016-03-28,17134.37,5151.6,10086.6034,9851.35,6106.48,20345.61,2035.94,17515.73
2016-03-29,17103.53,5076.2,10106.4458,9851.35,6105.9,20366.3,2037.05,17535.39
2016-03-30,16878.96,5081.5,10190.4036,9887.94,6203.17,20803.39,2055.01,17633.11
2016-03-31,16758.67,5151.8,10236.9517,10046.61,6174.9,20776.7,2063.95,17716.66
2016-04-01,16164.16,5073.8,10207.3666,9965.51,6146.05,20498.92,2059.74,17685.09
2016-04-04,16123.27,5070.1,10207.3666,9965.51,6164.72,20498.92,2059.74,17685.09
2016-04-05,15732.82,5000.4,10182.9943,9822.08,6091.23,20177.0,2066.13,17737.0
2016-04-06,15715.36,5024.6,10061.0734,9563.36,6161.63,20206.67,2045.17,17603.32
2016-04-07,15749.84,5042.3,10159.8484,9624.51,6136.89,20266.05,2066.66,17716.05
2016-04-08,15821.52,5018.0,10045.1495,9530.62,6204.41,20370.4,2041.91,17541.96
2016-04-11,15751.13,5013.2,10045.1495,9530.62,6200.12,20440.81,2041.91,17541.96
2016-04-12,15928.79,5053.7,10114.578,9682.99,6242.39,20504.44,2041.99,17556.41
2016-04-13,16381.22,5127.2,10238.6862,9761.47,6362.89,21158.71,2061.72,17721.25
2016-04-14,16911.05,5187.7,10359.5075,10026.1,6365.1,21337.81,2082.42,17908.28
2016-04-15,16848.03,5224.1,10360.2478,10093.65,6343.75,21316.47,2082.78,17926.43
2016-04-18,16275.95,5204.9,10360.2478,10093.65,6353.52,21161.5,2082.78,17926.43
2016-04-19,16874.44,5254.7,10424.9272,10120.31,6405.35,21436.21,2094.34,18004.16
2016-04-20,16906.54,5281.2,10517.2991,10349.59,6410.26,21236.31,2100.8,18053.6
2016-04-21,17363.62,5336.4,10527.7929,10421.29,6381.44,21622.25,2102.4,18096.27
2016-04-22,17572.49,5299.2,10454.8215,10435.73,6310.44,21467.04,2091.48,17982.52
2016-04-25,17439.3,5299.2,10454.8215,10435.73,6260.92,21304.44,2091.48,17982.52
2016-04-26,17353.28,5283.6,10465.6485,10294.35,6284.52,21407.27,2087.79,17977.24
2016-04-27,17290.49,5250.9,10522.5718,10259.59,6319.91,21361.6,2091.7,17990.32
2016-04-28,16666.05,5289.4,10571.8287,10299.83,6322.4,21388.03,2095.15,18041.55
2016-05-02,16147.38,5312.0,10571.8287,10299.83,6322.4,21388.03,2095.15,18041.55
2016-05-06,16106.72,5358.6,10281.3156,9851.86,6125.7,20109.87,2050.63,17660.71
2016-05-09,16216.03,5387.8,10281.3156,9851.86,6114.81,20156.81,2050.63,17660.71
2016-05-10,16565.19,5403.9,10291.5898,9980.49,6156.65,20242.68,2058.69,17705.91
2016-05-11,16579.01,5434.8,10424.0993,10045.44,6162.49,20055.29,2084.39,17928.35
2016-05-12,16646.34,5423.4,10332.2363,9975.32,6104.19,19915.46,2064.46,17711.12
2016-05-13,16412.21,5396.3,10334.3689,9862.12,6138.5,19719.29,2064.11,17720.5
2016-05-16,16466.4,5420.3,10334.3689,9862.12,6151.4,19883.95,2064.11,17720.5
2016-05-17,16652.8,5458.5,10332.4261,9862.12,6167.77,20118.8,2066.66,17710.71
2016-05-18,16644.69,5420.5,10257.6102,9890.19,6165.8,19826.41,2047.21,17529.98
2016-05-19,16646.66,5385.6,10239.6501,9943.23,6053.35,19694.33,2047.63,17526.62
2016-05-20,16736.35,5415.2,10192.5015,9795.89,6156.32,19852.2,2040.04,17435.4
2016-05-23,16654.6,5384.9,10192.5015,9795.89,6136.43,19809.03,2040.04,17435.4
2016-05-24,16498.76,5361.9,10226.5155,9842.29,6219.26,19830.43,2048.04,17492.93
2016-05-25,16757.35,5436.8,10353.5799,10057.31,6262.85,20368.05,2076.06,17706.05
2016-05-26,16772.46,5451.9,10446.5777,10205.21,6265.65,20397.11,2090.54,17851.51
2016-05-27,16834.84,5469.7,10439.6043,10272.71,6270.79,20576.77,2090.1,17828.29
2016-05-30,17068.02,5473.6,10439.6043,10272.71,6270.79,20629.39,2090.1,17828.29
2016-05-31,17234.98,5447.8,10439.6043,10333.23,6230.79,20815.09,2090.1,17828.29
2016-06-01,16955.73,5395.2,10440.9988,10262.74,6191.93,20760.98,2096.96,17787.2
2016-06-02,16562.55,5354.2,10454.93,10204.44,6185.61,20859.22,2099.33,17789.67
2016-06-03,16642.23,5392.5,10487.5823,10208.0,6209.63,20947.24,2105.26,17838.56
2016-06-06,16580.03,5431.0,10487.5823,10208.0,6273.4,21030.22,2105.26,17838.56
2016-06-07,16675.45,5441.0,10554.8211,10208.0,6284.53,21328.24,2109.41,17920.33
2016-06-08,16830.92,5441.1,10599.2175,10208.0,6301.52,21297.88,2112.13,17938.28
2016-06-09,16668.41,5437.4,10638.3611,10208.0,6231.89,21297.88,2119.12,18005.05
2016-06-10,16601.36,5391.6,10589.82,10088.87,6115.76,21042.64,2115.48,17985.19
2016-06-13,16019.18,5391.6,10589.82,10088.87,6044.97,20512.99,2115.48,17985.19
2016-06-14,15859.0,5282.5,10349.18,9657.44,5923.53,20387.53,2079.06,17732.48
2016-06-15,15919.58,5230.4,10294.5856,9519.2,5966.8,20467.52,2075.32,17674.82
2016-06-16,15434.14,5231.7,10297.1588,9606.71,5950.48,20038.42,2071.5,17640.17
2016-06-17,15599.66,5248.3,10322.84,9550.47,6021.09,20169.98,2077.99,17733.1
2016-06-20,15965.3,5335.6,10322.84,9550.47,6204.0,20510.2,2077.99,17733.1
2016-06-21,16169.11,5353.3,10450.0288,9962.02,6226.55,20668.44,2083.25,17804.87
2016-06-22,16065.72,5349.5,10490.78,10015.54,6261.19,20795.12,2088.9,17829.73
2016-06-23,16238.35,5358.6,10473.0578,10071.06,6338.1,20868.34,2085.45,17780.83
2016-06-24,14952.02,5192.8,10641.1686,10257.03,6138.69,20259.13,2113.32,18011.07
2016-06-27,15309.21,5216.2,10641.1686,10257.03,5982.2,20227.3,2113.32,18011.07
2016-06-28,15323.14,5179.7,9973.54,9268.66,6140.39,20172.46,2000.54,17140.24
2016-06-29,15566.83,5221.0,10161.16,9447.28,6360.06,20436.12,2036.09,17409.72
2016-06-30,15575.92,5310.4,10350.5329,9612.27,6504.33,20794.37,2070.77,17694.68
2016-07-01,15682.48,5327.0,10489.7556,9680.09,6577.83,20794.37,2098.86,17929.99
2016-07-04,15775.8,5365.2,10489.7556,9680.09,6522.26,21059.2,2098.86,17929.99
2016-07-05,15669.33,5312.8,10489.7556,9709.09,6545.37,20750.72,2098.86,17929.99
2016-07-06,15378.99,5284.7,10409.5382,9532.61,6463.59,20495.29,2088.55,17840.62
2016-07-07,15276.24,5311.0,10441.5838,9373.26,6533.79,20706.92,2099.73,17918.62
2016-07-08,15106.98,5315.6,10413.9719,9418.78,6590.64,20564.17,2097.9,17895.88
2016-07-11,15708.82,5417.5,10413.9719,9418.78,6682.86,20880.5,2097.9,17895.88
2016-07-12,16095.65,5433.2,10627.2,9833.41,6680.69,21224.74,2137.16,18226.93
2016-07-13,16231.43,5470.3,10726.7854,9964.07,6670.4,21322.37,2152.14,18347.67
2016-07-14,16385.89,5491.8,10734.2007,9930.71,6654.47,21561.06,2152.43,18372.12
2016-07-15,16497.85,5510.1,10786.6291,10068.3,6669.24,21659.25,2163.75,18506.41
2016-07-19,16723.31,5533.9,10793.17,10063.13,6697.37,21673.2,2166.89,18533.05
2016-07-20,16681.89,5565.9,10758.5365,9981.24,6728.99,21882.48,2163.78,18559.01
2016-07-21,16810.22,5588.7,10793.1,10142.01,6699.89,22000.49,2173.02,18595.03
2016-07-22,16627.25,5574.3,10758.6184,10156.21,6730.48,21964.27,2165.17,18517.23
2016-07-25,16620.29,5607.5,10758.6184,10156.21,6710.13,21993.44,2165.17,18517.23
2016-07-26,16383.04,5612.6,10752.4329,10198.24,6724.03,22129.73,2168.48,18493.06
2016-07-27,16664.82,5615.0,10772.99,10247.76,6750.43,22218.99,2169.18,18473.75
2016-07-28,16476.84,5636.7,10739.7659,10319.55,6721.06,22174.34,2166.58,18472.17
2016-07-29,16569.27,5644.0,10744.1608,10274.93,6724.43,21891.37,2170.06,18456.35
2016-08-01,16635.77,5670.1,10744.1608,10274.93,6693.95,22129.14,2170.06,18456.35
2016-08-02,16391.45,5622.1,10730.198,10330.52,6645.4,22129.14,2170.84,18404.51
2016-08-03,16083.11,5551.4,10661.13,10144.34,6634.4,21739.12,2157.03,18313.77
2016-08-04,16254.89,5563.4,10695.1386,10170.21,6740.16,21832.23,2163.79,18355.0
2016-08-05,16254.45,5585.6,10707.128,10227.86,6793.47,22146.09,2164.25,18352.05
2016-08-08,16650.57,5625.7,10707.128,10227.86,6809.13,22494.76,2164.25,18352.05
2016-08-09,16764.97,5636.7,10788.0134,10432.36,6851.3,22465.61,2180.89,18529.29
2016-08-10,16735.12,5628.2,10804.5077,10692.9,6866.42,22492.43,2181.74,18533.05
2016-08-12,16919.92,5626.3,10836.1494,10742.84,6916.02,22766.91,2185.79,18613.52
2016-08-15,16869.56,5633.8,10836.1494,10742.84,6941.19,22932.51,2185.79,18613.52
2016-08-16,16596.51,5625.7,10858.4952,10739.21,6893.92,22910.84,2190.15,18636.05
2016-08-17,16745.64,5628.1,10809.7394,10676.65,6859.15,22799.78,2178.15,18552.02
2016-08-18,16486.01,5607.3,10824.6381,10537.67,6868.96,23023.16,2182.22,18573.94
2016-08-19,16545.82,5625.4,10863.01,10603.03,6858.95,22937.22,2187.02,18597.7
2016-08-22,16598.19,5612.3,10863.01,10603.03,6828.54,22997.91,2187.02,18597.7
2016-08-23,16497.36,5647.1,10815.9225,10494.35,6868.51,22998.93,2182.64,18529.42
2016-08-24,16597.3,5653.6,10847.49,10592.88,6835.78,22820.78,2186.9,18547.3
2016-08-25,16555.95,5631.4,10791.1808,10622.97,6816.9,22826.87,2175.44,18481.48
2016-08-26,16360.71,5607.4,10784.3667,10529.59,6838.05,22909.54,2172.47,18448.41
2016-08-29,16737.49,5561.5,10784.3667,10529.59,6838.05,22821.34,2172.47,18448.41
2016-08-30,16725.36,5573.5,10811.3456,10544.44,6820.79,23016.11,2180.38,18502.99
2016-08-31,16887.4,5529.4,10797.5396,10657.64,6781.51,22976.88,2176.12,18454.3
2016-09-01,16926.84,5511.2,10764.7492,10592.69,6745.97,23162.34,2170.95,18400.88
2016-09-02,16925.68,5470.6,10771.9265,10534.31,6894.6,23266.7,2170.86,18419.3
2016-09-05,17037.63,5524.4,10771.9265,10534.31,6879.42,23649.55,2170.86,18419.3
2016-09-06,17081.98,5510.4,10771.9265,10672.22,6826.05,23787.68,2170.86,18419.3
2016-09-07,17012.44,5521.1,10890.79,10687.14,6846.58,23741.81,2186.48,18538.12
2016-09-08,16958.77,5484.6,10890.1759,10752.98,6858.7,23919.34,2186.16,18526.14
2016-09-09,16965.76,5440.5,10882.33,10675.29,6776.95,24099.7,2181.3,18479.91
2016-09-12,16672.92,5319.1,10882.33,10675.29,6700.9,23290.6,2181.3,18479.91
2016-09-13,16729.04,5310.0,10741.2379,10431.77,6665.63,23215.76,2159.04,18325.07
2016-09-14,16614.24,5326.6,10535.36,10386.6,6673.31,23190.64,2127.02,18066.75
2016-09-15,16405.01,5337.1,10511.4,10378.4,6730.3,23335.59,2125.77,18034.77
2016-09-16,16519.29,5396.7,10602.9446,10431.2,6710.28,23335.59,2147.26,18212.48
2016-09-20,16492.15,5397.3,10564.3024,10373.87,6830.79,23530.86,2139.12,18120.17
2016-09-21,16807.62,5429.4,10560.26,10393.86,6834.77,23669.9,2139.76,18129.96
2016-09-23,16754.02,5518.6,10793.6561,10674.18,6909.43,23686.48,2177.18,18392.46
2016-09-26,16544.56,5519.1,10793.6561,10674.18,6818.04,23317.92,2177.18,18392.46
2016-09-27,16683.93,5493.7,10624.8832,10393.71,6807.67,23571.9,2146.1,18094.83
2016-09-28,16465.4,5500.2,10665.3363,10361.48,6849.38,23619.65,2159.93,18228.3
2016-09-29,16693.71,5558.2,10753.4472,10438.34,6919.42,23739.47,2171.37,18339.24
2016-09-30,16449.84,5525.2,10643.516,10405.54,6899.33,23297.15,2151.13,18143.45
2016-10-03,16598.67,5564.8,10643.516,10405.54,6983.52,23584.43,2151.13,18143.45
2016-10-04,16735.65,5569.9,10690.7744,10405.54,7074.34,23689.44,2161.2,18253.85
2016-10-05,16819.24,5537.0,10629.1514,10619.61,7033.25,23788.31,2150.49,18168.45
2016-10-06,16899.1,5564.8,10683.9426,10585.78,6999.96,23952.5,2159.73,18281.03
2016-10-07,16860.09,5548.5,10675.7378,10568.8,7044.39,23851.82,2160.77,18268.5
2016-10-11,17024.76,5562.2,10682.67,10624.08,7070.88,23549.52,2163.66,18329.04
2016-10-12,16840.0,5555.2,10548.0003,10577.16,7024.01,23407.05,2136.73,18128.66
2016-10-13,16774.24,5518.3,10560.2669,10523.07,6977.74,23031.3,2139.18,18144.2
2016-10-14,16856.37,5518.5,10522.9446,10414.07,7013.55,23233.31,2132.55,18098.94
2016-10-17,16900.12,5470.9,10522.9446,10414.07,6947.55,23037.54,2132.55,18098.94
2016-10-18,16963.61,5492.0,10492.8577,10503.57,7000.06,23394.39,2126.5,18086.4
2016-10-19,16998.91,5518.4,10567.8091,10631.55,7021.92,23304.97,2139.6,18161.94
2016-10-20,17235.5,5526.2,10600.92,10645.68,7026.9,23374.4,2144.29,18202.62
2016-10-21,17184.59,5513.9,10597.3645,10701.39,7020.47,23374.4,2141.34,18162.35
2016-10-24,17234.42,5489.1,10597.3645,10701.39,6986.4,23604.08,2141.34,18162.35
2016-10-25,17365.25,5523.3,10591.3028,10761.17,7017.64,23565.11,2151.33,18223.03
2016-10-26,17391.84,5442.1,10550.1852,10757.31,6958.09,23325.43,2143.16,18169.27
2016-10-27,17336.42,5378.4,10528.1899,10709.68,6986.57,23132.35,2139.43,18199.33
2016-10-28,17446.41,5370.9,10503.0562,10717.08,6996.26,22954.81,2133.04,18169.68
2016-10-31,17425.02,5402.4,10503.0562,10717.08,6996.26,22934.54,2133.04,18169.68
2016-11-01,17442.4,5375.2,10481.888,10665.01,6954.22,23147.07,2126.15,18142.42
2016-11-02,17134.68,5311.0,10414.0517,10526.16,6917.14,22810.5,2111.72,18037.1
2016-11-04,16905.36,5263.1,10307.6375,10325.88,6790.51,22642.62,2088.66,17930.67
2016-11-07,17177.21,5330.9,10307.6375,10325.88,6790.51,22801.4,2088.66,17930.67
2016-11-08,17171.38,5342.2,10500.1574,10456.95,6806.9,22909.47,2131.52,18259.6
2016-11-09,16251.54,5238.3,10530.5644,10482.32,6843.13,22415.19,2139.56,18332.74
2016-11-10,17344.42,5408.9,10643.4081,10646.01,6911.84,22839.11,2163.26,18589.69
2016-11-11,17374.79,5446.6,10683.4084,10630.12,6827.98,22531.09,2167.48,18807.88
2016-11-14,17672.62,5420.3,10683.4084,10630.12,6827.98,22222.22,2167.48,18807.88
2016-11-15,17668.15,5399.8,10679.7673,10693.69,6753.18,22323.91,2164.2,18868.69
2016-11-16,17862.21,5399.6,10745.5109,10735.14,6792.74,22280.53,2180.39,18923.06
2016-11-17,17862.63,5408.9,10699.4307,10663.87,6749.72,22262.88,2176.94,18868.14
2016-11-18,17967.41,5427.5,10740.0823,10685.54,6794.71,22344.21,2187.12,18903.82
2016-11-21,18106.02,5419.3,10740.0823,10685.54,6794.71,22357.78,2187.12,18903.82
2016-11-22,18162.94,5480.6,10791.8397,10685.13,6777.96,22678.07,2198.18,18956.69
2016-11-24,18333.41,5549.0,10835.903,10662.44,6817.71,22608.49,2204.72,19083.18
2016-11-25,18381.22,5570.5,10835.903,10689.26,6829.2,22723.45,2204.72,19083.18
2016-11-28,18356.89,5532.6,10835.903,10689.26,6829.2,22830.57,2204.72,19083.18
2016-11-29,18307.04,5520.5,10808.6329,10582.67,6799.47,22737.07,2201.72,19097.9
2016-11-30,18308.48,5502.4,10817.6968,10620.49,6772.0,22789.77,2204.66,19121.6
2016-12-01,18513.12,5560.4,10838.46,10640.3,6783.79,22878.23,2198.81,19123.58
2016-12-02,18426.08,5502.6,10828.9882,10534.05,6752.93,22564.82,2191.08,19191.93
2016-12-05,18274.99,5458.0,10828.9882,10534.05,6752.93,22505.55,2191.08,19191.93
2016-12-06,18360.54,5486.6,10910.8981,10684.83,6746.83,22675.15,2204.71,19216.24
2016-12-07,18496.69,5535.4,10970.7814,10775.32,6779.84,22800.92,2212.23,19251.78
2016-12-08,18765.47,5599.0,11114.6124,10986.69,6902.23,22861.84,2241.35,19549.62
2016-12-09,18996.37,5615.8,11149.9617,11179.42,6931.55,22760.98,2246.19,19614.81
2016-12-12,19155.03,5619.1,11149.9617,11179.42,6931.55,22433.02,2246.19,19614.81
2016-12-13,19250.52,5600.7,11177.28,11190.21,6890.42,22446.7,2256.96,19796.43
2016-12-14,19253.61,5639.7,11237.17,11284.65,6968.57,22456.62,2271.72,19911.21
2016-12-15,19273.79,5595.0,11098.6664,11244.84,6949.19,22059.4,2253.28,19792.53
2016-12-16,19401.15,5589.7,11131.8907,11366.4,6999.01,22020.75,2262.03,19852.24
2016-12-19,19391.6,5612.8,11131.8907,11366.4,6999.01,21832.68,2262.03,19852.24
2016-12-20,19494.53,5640.0,11128.54,11426.7,7017.16,21729.06,2262.53,19883.06
2016-12-21,19444.49,5662.0,11172.19,11464.74,7043.96,21809.8,2270.76,19974.62
2016-12-22,19427.67,5691.8,11142.5673,11468.64,7041.42,21636.2,2265.18,19941.96
2016-12-26,19396.64,5691.8,11142.5673,11468.64,7041.42,21636.2,2265.18,19941.96
2016-12-27,19403.06,5691.8,11142.5673,11468.64,7041.42,21636.2,2265.18,19941.96
2016-12-28,19401.72,5732.4,11146.3956,11472.24,7041.42,21754.74,2268.88,19945.04
2016-12-29,19145.14,5746.7,11058.8798,11474.99,7106.08,21790.91,2249.92,19833.68
2016-12-30,19114.37,5719.1,11074.33,11451.05,7120.26,22000.56,2249.26,19819.78
2017-01-04,19594.16,5788.2,11154.35,11584.24,7177.89,22134.47,2257.83,19881.76
2017-01-05,19520.69,5805.1,11246.54,11584.31,7189.74,22456.69,2270.75,19942.16
2017-01-06,19454.33,5809.0,11247.69,11584.94,7195.31,22503.01,2269.0,19899.29
2017-01-10,19301.44,5813.0,11169.7872,11563.99,7237.77,22744.85,2268.9,19887.38
2017-01-11,19364.67,5823.7,11183.3294,11583.3,7275.47,22935.35,2268.9,19855.53
2017-01-12,19134.7,5821.6,11226.78,11646.17,7290.49,22829.02,2275.32,19954.28
2017-01-13,19287.28,5776.8,11204.1457,11521.04,7292.37,22937.38,2270.44,19891.0
2017-01-16,19095.24,5803.0,11204.1457,11521.04,7292.37,22718.15,2270.44,19891.0
2017-01-17,18813.53,5754.7,11204.1457,11554.71,7327.13,22840.97,2270.44,19891.0
2017-01-18,18894.37,5733.7,11196.29,11540.0,7220.38,23098.26,2267.89,19826.77
2017-01-19,19072.25,5745.4,11196.1,11599.39,7247.61,23049.96,2271.89,19804.72
2017-01-20,19137.91,5709.7,11148.85,11596.89,7208.44,22885.91,2263.69,19732.4
2017-01-23,18891.03,5668.0,11148.85,11596.89,7208.44,22898.52,2263.69,19732.4
2017-01-24,18787.99,5706.3,11170.62,11545.75,7151.18,22949.86,2265.2,19799.85
2017-01-25,19057.5,5726.0,11249.28,11594.94,7150.34,23049.12,2280.07,19912.71
2017-01-26,19402.39,5726.0,11339.05,11806.05,7164.43,23374.17,2298.37,20068.51
2017-01-27,19467.4,5765.6,11313.12,11848.63,7161.49,23360.78,2296.68,20100.91
2017-01-30,19368.85,5714.3,11313.12,11848.63,7161.49,23360.78,2296.68,20100.91
2017-01-31,19041.34,5675.0,11205.241,11681.89,7118.48,23360.78,2280.9,19971.13
2017-02-01,19148.08,5704.0,11222.9572,11535.31,7099.15,23318.39,2278.87,19864.09
2017-02-02,18914.58,5696.4,11207.2433,11659.5,7107.65,23184.52,2279.55,19890.94
2017-02-03,18918.2,5672.5,11215.3852,11627.95,7140.75,23129.21,2280.85,19884.91
2017-02-06,18976.71,5665.4,11215.3852,11627.95,7140.75,23348.24,2280.85,19884.91
2017-02-07,18910.78,5672.6,11264.114,11509.84,7172.15,23331.57,2292.56,20052.42
2017-02-08,19007.6,5703.4,11243.38,11549.44,7186.22,23485.13,2293.08,20090.29
2017-02-09,18907.67,5717.7,11251.8,11543.38,7188.82,23525.14,2294.67,20054.34
2017-02-10,19378.93,5771.6,11327.6786,11642.86,7229.5,23574.98,2307.87,20172.4
2017-02-13,19459.15,5812.9,11327.6786,11642.86,7229.5,23710.98,2307.87,20172.4
2017-02-14,19238.98,5810.9,11433.9339,11774.43,7278.92,23703.01,2328.25,20412.16
2017-02-15,19437.98,5859.1,11468.87,11771.81,7268.56,23994.87,2337.58,20504.41
2017-02-16,19347.53,5863.0,11514.4013,11793.93,7302.41,24107.7,2349.25,20611.86
2017-02-17,19234.62,5851.0,11504.19,11757.24,7277.92,24033.74,2347.22,20619.77
2017-02-20,19251.08,5840.5,11504.19,11757.24,7277.92,24146.08,2347.22,20619.77
2017-02-21,19381.44,5835.4,11504.19,11827.62,7299.86,23963.63,2347.22,20619.77
2017-02-22,19379.87,5850.1,11578.25,11967.49,7274.83,24201.96,2365.38,20743.0
2017-02-23,19371.46,5832.5,11550.18,11998.59,7302.25,24114.86,2362.82,20775.6
2017-02-24,19283.54,5786.9,11556.154,11947.83,7271.37,23965.7,2363.81,20810.32
2017-02-27,19107.47,5773.8,11556.154,11947.83,7271.37,23925.05,2363.81,20810.32
2017-02-28,19118.99,5761.0,11558.35,11822.67,7253.0,23740.73,2369.75,20837.44
2017-03-01,19393.54,5750.9,11512.39,11834.41,7263.44,23776.49,2363.64,20812.24
2017-03-02,19564.8,5820.7,11661.2224,12067.19,7382.9,23728.07,2395.96,21115.55
2017-03-03,19469.17,5775.4,11575.91,12059.57,7382.35,23552.72,2381.92,21002.97
2017-03-06,19379.14,5788.5,11575.91,12059.57,7382.35,23596.28,2381.92,21002.97
2017-03-07,19344.15,5801.9,11547.7926,11958.4,7350.12,23681.07,2375.31,20954.34
2017-03-08,19254.03,5799.5,11506.32,11966.14,7338.99,23782.27,2368.39,20924.76
2017-03-09,19318.58,5780.5,11448.21,11967.31,7334.61,23501.56,2362.98,20855.73
2017-03-10,19604.61,5811.2,11457.64,11978.39,7314.96,23568.67,2364.87,20858.19
2017-03-13,19633.75,5794.6,11457.64,11978.39,7314.96,23829.67,2364.87,20858.19
2017-03-14,19609.5,5798.1,11519.4407,11990.03,7367.08,23827.95,2373.47,20881.48
2017-03-15,19577.38,5813.7,11459.29,11988.79,7357.85,23792.85,2365.45,20837.37
2017-03-16,19590.14,5827.5,11590.31,12009.87,7368.64,24288.28,2385.26,20950.1
2017-03-17,19521.59,5840.8,11600.23,12083.18,7415.95,24309.93,2381.38,20934.55
2017-03-21,19455.88,5819.5,11556.9339,12052.9,7429.81,24593.12,2373.47,20905.86
2017-03-22,19041.38,5732.0,11420.4254,11962.13,7378.34,24320.41,2344.02,20668.01
2017-03-23,19085.31,5754.0,11426.6901,11904.12,7324.72,24327.7,2348.45,20661.3
2017-03-24,19262.53,5796.1,11430.8949,12039.68,7340.71,24358.27,2345.96,20656.58
2017-03-27,18985.59,5789.2,11430.8949,12039.68,7293.5,24193.7,2345.96,20656.58
2017-03-28,19202.87,5860.4,11414.3293,11996.07,7343.42,24345.87,2341.59,20550.98
2017-03-29,19217.48,5910.7,11493.8362,12149.42,7373.72,24392.05,2358.57,20701.5
2017-03-30,19063.22,5931.8,11496.6653,12203.0,7369.52,24301.09,2361.13,20659.32
2017-03-31,18909.26,5903.8,11519.84,12256.43,7322.92,24111.59,2368.06,20728.49
2017-04-03,18983.23,5909.7,11519.84,12256.43,7282.69,24261.48,2368.06,20728.49
2017-04-04,18810.25,5895.8,11463.9103,12257.2,7321.82,24261.48,2358.84,20650.21
2017-04-05,18861.27,5915.9,11470.535,12282.34,7331.68,24400.8,2360.16,20689.24
2017-04-06,18597.06,5897.3,11423.3597,12217.54,7303.2,24273.72,2352.95,20648.15
